Date,Close
1/2/2014 15:30:00,433.38
1/3/2014 15:30:00,428.05
1/6/2014 15:30:00,423.45
1/7/2014 15:30:00,417.08
1/8/2014 15:30:00,420.52
1/9/2014 15:30:00,421.34
1/10/2014 15:30:00,425.03
1/13/2014 15:30:00,436.05
1/14/2014 15:30:00,436.6
1/15/2014 15:30:00,438.55
1/16/2014 15:30:00,438.9
1/17/2014 15:30:00,438.21
1/20/2014 15:30:00,430.78
1/21/2014 15:30:00,427.46
1/22/2014 15:30:00,432.11
1/23/2014 15:30:00,428.82
1/24/2014 15:30:00,429.74
1/27/2014 15:30:00,417.6
1/28/2014 15:30:00,418.44
1/29/2014 15:30:00,414.36
1/30/2014 15:30:00,408.61
1/31/2014 15:30:00,411.66
2/3/2014 15:30:00,406.58
2/4/2014 15:30:00,406.9
2/5/2014 15:30:00,404.77
2/6/2014 15:30:00,404.08
2/7/2014 15:30:00,403.39
2/10/2014 15:30:00,407.1
2/11/2014 15:30:00,398.83
2/12/2014 15:30:00,405.1
2/13/2014 15:30:00,399.89
2/14/2014 15:30:00,407.15
2/17/2014 15:30:00,402.32
2/18/2014 15:30:00,402.74
2/20/2014 15:30:00,398.93
2/21/2014 15:30:00,401.93
2/24/2014 15:30:00,402.35
2/25/2014 15:30:00,401.45
2/26/2014 15:30:00,401.53
2/28/2014 15:30:00,396.2
3/3/2014 15:30:00,397.91
3/4/2014 15:30:00,402.64
3/5/2014 15:30:00,399.7
3/6/2014 15:30:00,407.35
3/7/2014 15:30:00,430.6
3/10/2014 15:30:00,438.55
3/11/2014 15:30:00,433.25
3/12/2014 15:30:00,431.57
3/13/2014 15:30:00,435.63
3/14/2014 15:30:00,438.9
3/18/2014 15:30:00,444
3/19/2014 15:30:00,447.24
3/20/2014 15:30:00,448.73
3/21/2014 15:30:00,438.73
3/24/2014 15:30:00,448.43
3/25/2014 15:30:00,435.51
3/26/2014 15:30:00,441.4
3/27/2014 15:30:00,446.13
3/28/2014 15:30:00,453.76
3/31/2014 15:30:00,460.99
4/1/2014 15:30:00,466.86
4/2/2014 15:30:00,474.58
4/3/2014 15:30:00,471.84
4/4/2014 15:30:00,467.67
4/7/2014 15:30:00,467.63
4/9/2014 15:30:00,476.54
4/10/2014 15:30:00,479.96
4/11/2014 15:30:00,472.38
4/15/2014 15:30:00,470.08
4/16/2014 15:30:00,466.21
4/17/2014 15:30:00,475.03
4/21/2014 15:30:00,475.28
4/22/2014 15:30:00,479.31
4/23/2014 15:30:00,479.02
4/25/2014 15:30:00,469.66
4/28/2014 15:30:00,468.05
4/29/2014 15:30:00,465.72
4/30/2014 15:30:00,463.49
5/2/2014 15:30:00,459.68
5/5/2014 15:30:00,468.96
5/6/2014 15:30:00,477.13
5/7/2014 15:30:00,475.9
5/8/2014 15:30:00,475.62
5/9/2014 15:30:00,494.1
5/12/2014 15:30:00,509.5
5/13/2014 15:30:00,526.69
5/14/2014 15:30:00,517.82
5/15/2014 15:30:00,521.74
5/16/2014 15:30:00,534.54
5/19/2014 15:30:00,554.75
5/20/2014 15:30:00,534.84
5/21/2014 15:30:00,534.12
5/22/2014 15:30:00,545.21
5/23/2014 15:30:00,558.41
5/26/2014 15:30:00,545.66
5/27/2014 15:30:00,538.85
5/28/2014 15:30:00,539.32
5/29/2014 15:30:00,531.72
5/30/2014 15:30:00,527.33
6/2/2014 15:30:00,536
6/3/2014 15:30:00,542.54
6/4/2014 15:30:00,533.67
6/5/2014 15:30:00,539.81
6/6/2014 15:30:00,555.91
6/9/2014 15:30:00,556.03
6/10/2014 15:30:00,553.88
6/11/2014 15:30:00,545.86
6/12/2014 15:30:00,541.92
6/13/2014 15:30:00,535.85
6/16/2014 15:30:00,527.7
6/17/2014 15:30:00,539.89
6/18/2014 15:30:00,528.35
6/19/2014 15:30:00,516.14
6/20/2014 15:30:00,513.36
6/23/2014 15:30:00,514.08
6/24/2014 15:30:00,524.93
6/25/2014 15:30:00,520.55
6/26/2014 15:30:00,501.18
6/27/2014 15:30:00,501.28
6/30/2014 15:30:00,502.91
7/1/2014 15:30:00,499.25
7/2/2014 15:30:00,504.33
7/3/2014 15:30:00,498.51
7/4/2014 15:30:00,511.11
7/7/2014 15:30:00,508.76
7/8/2014 15:30:00,492.84
7/9/2014 15:30:00,495.76
7/10/2014 15:30:00,493.9
7/11/2014 15:30:00,478.69
7/14/2014 15:30:00,476.34
7/15/2014 15:30:00,481.52
7/16/2014 15:30:00,490.19
7/17/2014 15:30:00,486.62
7/18/2014 15:30:00,483.77
7/21/2014 15:30:00,494.12
7/22/2014 15:30:00,510.62
7/23/2014 15:30:00,511.76
7/24/2014 15:30:00,515.62
7/25/2014 15:30:00,506.11
7/28/2014 15:30:00,498.06
7/30/2014 15:30:00,498.33
7/31/2014 15:30:00,498.48
8/1/2014 15:30:00,483.55
8/4/2014 15:30:00,487.86
8/5/2014 15:30:00,487.29
8/6/2014 15:30:00,489.42
8/7/2014 15:30:00,489.99
8/8/2014 15:30:00,485.63
8/11/2014 15:30:00,485.63
8/12/2014 15:30:00,487.56
8/13/2014 15:30:00,490.41
8/14/2014 15:30:00,496.75
8/18/2014 15:30:00,501.75
8/19/2014 15:30:00,499.89
8/20/2014 15:30:00,494.47
8/21/2014 15:30:00,492.86
8/22/2014 15:30:00,494.44
8/25/2014 15:30:00,493.21
8/26/2014 15:30:00,491.99
8/27/2014 15:30:00,492.17
8/28/2014 15:30:00,494.64
9/1/2014 15:30:00,502.27
9/2/2014 15:30:00,507.07
9/3/2014 15:30:00,510.76
9/4/2014 15:30:00,508.11
9/5/2014 15:30:00,507.99
9/8/2014 15:30:00,513.96
9/9/2014 15:30:00,511.63
9/10/2014 15:30:00,503.14
9/11/2014 15:30:00,504.9
9/12/2014 15:30:00,503.01
9/15/2014 15:30:00,496.65
9/16/2014 15:30:00,485.08
9/17/2014 15:30:00,489.67
9/18/2014 15:30:00,497.71
9/19/2014 15:30:00,493.03
9/22/2014 15:30:00,491.1
9/23/2014 15:30:00,478.37
9/24/2014 15:30:00,477.98
9/25/2014 15:30:00,460.54
9/26/2014 15:30:00,462.23
9/29/2014 15:30:00,462.18
9/30/2014 15:30:00,468.39
10/1/2014 15:30:00,459.23
10/7/2014 15:30:00,458.71
10/8/2014 15:30:00,463.94
10/9/2014 15:30:00,472.83
10/10/2014 15:30:00,475.8
10/13/2014 15:30:00,474.44
10/14/2014 15:30:00,476.09
10/16/2014 15:30:00,461.11
10/17/2014 15:30:00,464.53
10/20/2014 15:30:00,463.12
10/21/2014 15:30:00,460.29
10/22/2014 15:30:00,468.37
10/23/2014 15:30:00,471.91
10/27/2014 15:30:00,466.24
10/28/2014 15:30:00,462.62
10/29/2014 15:30:00,471.32
10/30/2014 15:30:00,485.01
10/31/2014 15:30:00,495.56
11/3/2014 15:30:00,496.45
11/5/2014 15:30:00,490.98
11/7/2014 15:30:00,485.63
11/10/2014 15:30:00,480.11
11/11/2014 15:30:00,484.24
11/12/2014 15:30:00,482.43
11/13/2014 15:30:00,480.06
11/14/2014 15:30:00,480.01
11/17/2014 15:30:00,487.96
11/18/2014 15:30:00,489.67
11/19/2014 15:30:00,484.46
11/20/2014 15:30:00,485.75
11/21/2014 15:30:00,494.15
11/24/2014 15:30:00,488.03
11/25/2014 15:30:00,491.82
11/26/2014 15:30:00,488.87
11/27/2014 15:30:00,489.67
11/28/2014 15:30:00,491.13
12/1/2014 15:30:00,476.27
12/2/2014 15:30:00,476.79
12/3/2014 15:30:00,479.61
12/4/2014 15:30:00,474.76
12/5/2014 15:30:00,474.16
12/8/2014 15:30:00,467.85
12/9/2014 15:30:00,465.5
12/10/2014 15:30:00,461.88
12/11/2014 15:30:00,448.8
12/12/2014 15:30:00,437.02
12/15/2014 15:30:00,435.26
12/16/2014 15:30:00,428.23
12/17/2014 15:30:00,430.65
12/18/2014 15:30:00,435.9
12/19/2014 15:30:00,446.03
12/22/2014 15:30:00,448.19
12/23/2014 15:30:00,442.66
12/24/2014 15:30:00,437.91
12/26/2014 15:30:00,440.24
12/29/2014 15:30:00,444.27
12/30/2014 15:30:00,435.93
12/31/2014 15:30:00,441.37
1/1/2015 15:30:00,439.77
1/2/2015 15:30:00,438.6
1/5/2015 15:30:00,433.8
1/6/2015 15:30:00,414.11
1/7/2015 15:30:00,423.12
1/8/2015 15:30:00,417.06
1/9/2015 15:30:00,426.1
1/12/2015 15:30:00,421.14
1/13/2015 15:30:00,417.6
1/14/2015 15:30:00,413.54
1/15/2015 15:30:00,428.05
1/16/2015 15:30:00,430.75
1/19/2015 15:30:00,435.68
1/20/2015 15:30:00,447.27
1/21/2015 15:30:00,449.1
1/22/2015 15:30:00,437.71
1/23/2015 15:30:00,439.27
1/27/2015 15:30:00,440.33
1/28/2015 15:30:00,449.15
1/29/2015 15:30:00,460.32
1/30/2015 15:30:00,453.31
2/2/2015 15:30:00,449.75
2/3/2015 15:30:00,464.38
2/4/2015 15:30:00,460.02
2/5/2015 15:30:00,457.5
2/6/2015 15:30:00,450.66
2/9/2015 15:30:00,444.12
2/10/2015 15:30:00,436.84
2/11/2015 15:30:00,446.1
2/12/2015 15:30:00,450.29
2/13/2015 15:30:00,454.43
2/16/2015 15:30:00,447.15
2/18/2015 15:30:00,446.58
2/19/2015 15:30:00,446.77
2/20/2015 15:30:00,432.43
2/23/2015 15:30:00,421.71
2/24/2015 15:30:00,416.76
2/25/2015 15:30:00,417.6
2/26/2015 15:30:00,417.03
2/27/2015 15:30:00,423.74
3/2/2015 15:30:00,428.05
3/3/2015 15:30:00,446.15
3/4/2015 15:30:00,439.74
3/5/2015 15:30:00,438.3
3/9/2015 15:30:00,430.73
3/10/2015 15:30:00,425.53
3/11/2015 15:30:00,423.94
3/12/2015 15:30:00,427.83
3/13/2015 15:30:00,421.04
3/16/2015 15:30:00,417.08
3/17/2015 15:30:00,424.39
3/18/2015 15:30:00,430.23
3/19/2015 15:30:00,424.04
3/20/2015 15:30:00,423.02
3/23/2015 15:30:00,417.01
3/24/2015 15:30:00,419.98
3/25/2015 15:30:00,418.47
3/26/2015 15:30:00,410.74
3/27/2015 15:30:00,402.02
3/30/2015 15:30:00,401.55
3/31/2015 15:30:00,409.11
4/1/2015 15:30:00,414.08
4/6/2015 15:30:00,408.44
4/7/2015 15:30:00,412.5
4/8/2015 15:30:00,428.87
4/9/2015 15:30:00,443.33
4/10/2015 15:30:00,447.91
4/13/2015 15:30:00,456.9
4/15/2015 15:30:00,457.47
4/16/2015 15:30:00,459.8
4/17/2015 15:30:00,459.06
4/20/2015 15:30:00,438.65
4/21/2015 15:30:00,434.09
4/22/2015 15:30:00,435.73
4/23/2015 15:30:00,434.39
4/24/2015 15:30:00,435.31
4/27/2015 15:30:00,433.52
4/28/2015 15:30:00,428.52
4/29/2015 15:30:00,420.99
4/30/2015 15:30:00,427.11
5/4/2015 15:30:00,441.28
5/5/2015 15:30:00,441.87
5/6/2015 15:30:00,435.98
5/7/2015 15:30:00,431.27
5/8/2015 15:30:00,440.66
5/11/2015 15:30:00,443.75
5/12/2015 15:30:00,430.26
5/13/2015 15:30:00,438.38
5/14/2015 15:30:00,434.96
5/15/2015 15:30:00,432.86
5/18/2015 15:30:00,441.57
5/19/2015 15:30:00,443.55
5/20/2015 15:30:00,450.14
5/21/2015 15:30:00,444.15
5/22/2015 15:30:00,447.67
5/25/2015 15:30:00,443.03
5/26/2015 15:30:00,438.13
5/27/2015 15:30:00,438.48
5/28/2015 15:30:00,433.77
5/29/2015 15:30:00,434.37
6/1/2015 15:30:00,446.87
6/2/2015 15:30:00,445.09
6/3/2015 15:30:00,443.95
6/4/2015 15:30:00,452.05
6/5/2015 15:30:00,449.6
6/8/2015 15:30:00,438.55
6/9/2015 15:30:00,437.69
6/10/2015 15:30:00,448.63
6/11/2015 15:30:00,434.44
6/12/2015 15:30:00,440.73
6/15/2015 15:30:00,446.62
6/16/2015 15:30:00,447.71
6/17/2015 15:30:00,461.21
6/18/2015 15:30:00,484.86
6/19/2015 15:30:00,493.63
6/22/2015 15:30:00,491.18
6/23/2015 15:30:00,492.81
6/24/2015 15:30:00,490.78
6/25/2015 15:30:00,497.54
6/26/2015 15:30:00,495.63
6/29/2015 15:30:00,490.76
6/30/2015 15:30:00,495.34
7/1/2015 15:30:00,498.09
7/2/2015 15:30:00,500.66
7/3/2015 15:30:00,498.85
7/6/2015 15:30:00,502.99
7/7/2015 15:30:00,496.9
7/8/2015 15:30:00,493.6
7/9/2015 15:30:00,489.05
7/10/2015 15:30:00,496.18
7/13/2015 15:30:00,498.75
7/14/2015 15:30:00,494.2
7/15/2015 15:30:00,500.81
7/16/2015 15:30:00,507.03
7/17/2015 15:30:00,506.03
7/20/2015 15:30:00,507.55
7/21/2015 15:30:00,499.15
7/22/2015 15:30:00,520.25
7/23/2015 15:30:00,517.72
7/24/2015 15:30:00,507.69
7/27/2015 15:30:00,497.94
7/28/2015 15:30:00,500.36
7/29/2015 15:30:00,493.31
7/30/2015 15:30:00,495.36
7/31/2015 15:30:00,496.2
8/3/2015 15:30:00,496.5
8/4/2015 15:30:00,489.34
8/5/2015 15:30:00,489.22
8/6/2015 15:30:00,484.86
8/7/2015 15:30:00,487.54
8/10/2015 15:30:00,479.88
8/11/2015 15:30:00,478.45
8/12/2015 15:30:00,478.45
8/13/2015 15:30:00,462.28
8/14/2015 15:30:00,478.92
8/17/2015 15:30:00,470.87
8/18/2015 15:30:00,467.6
8/19/2015 15:30:00,472.8
8/20/2015 15:30:00,453.83
8/21/2015 15:30:00,449.7
8/24/2015 15:30:00,410.87
8/25/2015 15:30:00,420.08
8/26/2015 15:30:00,422.68
8/27/2015 15:30:00,430.48
8/28/2015 15:30:00,432.09
8/31/2015 15:30:00,423.92
9/1/2015 15:30:00,415.97
9/2/2015 15:30:00,420.77
9/3/2015 15:30:00,422.9
9/4/2015 15:30:00,414.01
9/7/2015 15:30:00,412.67
9/8/2015 15:30:00,420.3
9/9/2015 15:30:00,432.91
9/10/2015 15:30:00,429.41
9/11/2015 15:30:00,426.42
9/14/2015 15:30:00,427.85
9/15/2015 15:30:00,429.41
9/16/2015 15:30:00,432.16
9/18/2015 15:30:00,443.48
9/21/2015 15:30:00,434.91
9/22/2015 15:30:00,419.95
9/23/2015 15:30:00,421.17
9/24/2015 15:30:00,414.73
9/28/2015 15:30:00,413.19
9/29/2015 15:30:00,416.41
9/30/2015 15:30:00,427.09
10/1/2015 15:30:00,428.27
10/5/2015 15:30:00,439.81
10/6/2015 15:30:00,444.79
10/7/2015 15:30:00,452.59
10/8/2015 15:30:00,440.36
10/9/2015 15:30:00,439.49
10/12/2015 15:30:00,441.67
10/13/2015 15:30:00,442.59
10/14/2015 15:30:00,447.22
10/15/2015 15:30:00,447.59
10/16/2015 15:30:00,453.09
10/19/2015 15:30:00,477.21
10/20/2015 15:30:00,473.84
10/21/2015 15:30:00,473
10/23/2015 15:30:00,473.32
10/26/2015 15:30:00,466.98
10/27/2015 15:30:00,465.35
10/28/2015 15:30:00,464.06
10/29/2015 15:30:00,466.06
10/30/2015 15:30:00,469.38
11/2/2015 15:30:00,475.38
11/3/2015 15:30:00,479.04
11/4/2015 15:30:00,471.17
11/5/2015 15:30:00,463.89
11/6/2015 15:30:00,471.71
11/9/2015 15:30:00,476.09
11/10/2015 15:30:00,457.03
11/13/2015 15:30:00,462.13
11/16/2015 15:30:00,462.75
