Date,Close
2014-01-02,68.71
2014-01-03,68.36
2014-01-06,67.75
2014-01-07,66
2014-01-08,65.35
2014-01-09,65.3
2014-01-10,63.65
2014-01-13,63.51
2014-01-14,63.35
2014-01-15,64.24
2014-01-16,65.58
2014-01-17,66.32
2014-01-20,66.49
2014-01-21,65.8
2014-01-22,65.29
2014-01-23,64.67
2014-01-24,65.16
2014-01-28,64.31
2014-01-29,65.8
2014-01-30,65.8
2014-01-31,65.64
2014-02-03,65.34
2014-02-04,64.11
2014-02-05,64.59
2014-02-06,65.65
2014-02-07,65.96
2014-02-10,67.02
2014-02-11,66.64
2014-02-12,68.1
2014-02-13,67.83
2014-02-14,67.9
2014-02-17,69.54
2014-02-18,70.88
2014-02-20,69.59
2014-02-21,70.23
2014-02-24,69.55
2014-02-25,68.62
2014-02-26,66.97
2014-02-27,66.6
2014-02-28,66.84
2014-03-03,65.79
2014-03-04,65.83
2014-03-05,64.81
2014-03-06,64.58
2014-03-07,64.94
2014-03-10,61.2
2014-03-11,61.22
2014-03-12,61.39
2014-03-13,63.07
2014-03-14,61.5
2014-03-17,61.28
2014-03-18,61.85
2014-03-19,61.36
2014-03-20,60.8
2014-03-21,61.37
2014-03-24,61.5
2014-03-25,62.38
2014-03-26,63.67
2014-03-27,63.18
2014-03-28,63.24
2014-03-31,63.55
2014-04-01,63.85
2014-04-02,64.1
2014-04-03,63.68
2014-04-04,63.72
2014-04-07,63.95
2014-04-08,64.5
2014-04-09,65.14
2014-04-10,64.95
2014-04-11,64.11
2014-04-14,63.26
2014-04-15,63.35
2014-04-16,63.37
2014-04-17,63.37
2014-04-22,62.74
2014-04-23,62.79
2014-04-24,62.98
2014-04-28,62.06
2014-04-29,61.3
2014-04-30,61.7
2014-05-01,60.79
2014-05-02,60.98
2014-05-05,61.65
2014-05-06,61.5
2014-05-07,60.6
2014-05-08,61.46
2014-05-09,60.95
2014-05-12,61
2014-05-13,62.85
2014-05-14,62.78
2014-05-15,62.81
2014-05-16,61.95
2014-05-19,60.1
2014-05-20,60.05
2014-05-21,59.4
2014-05-22,60.96
2014-05-23,60.54
2014-05-26,60.95
2014-05-27,61.21
2014-05-28,61.4
2014-05-29,60.07
2014-05-30,59.3
2014-06-02,59.23
2014-06-03,59.65
2014-06-04,59.44
2014-06-05,59.65
2014-06-06,59.4
2014-06-10,59.64
2014-06-11,59.4
2014-06-12,58.72
2014-06-13,57.6
2014-06-16,58.02
2014-06-17,57.45
2014-06-18,57.9
2014-06-19,59.24
2014-06-20,58.51
2014-06-23,60
2014-06-24,59.53
2014-06-25,59.07
2014-06-26,59.9
2014-06-27,60.06
2014-06-30,59.31
2014-07-01,60.45
2014-07-02,62
2014-07-03,62.45
2014-07-04,62.6
2014-07-07,62.28
2014-07-08,62.39
2014-07-09,62.14
2014-07-10,62.41
2014-07-11,62.14
2014-07-14,62.34
2014-07-15,63.1
2014-07-16,63.94
2014-07-17,64.75
2014-07-18,64.29
2014-07-21,63.7
2014-07-22,64.13
2014-07-23,64.53
2014-07-24,65.25
2014-07-25,65.09
2014-07-28,65.36
2014-07-29,65.75
2014-07-30,66.07
2014-07-31,66.38
2014-08-01,65.4
2014-08-04,65.43
2014-08-05,65.33
2014-08-06,65.82
2014-08-07,66.32
2014-08-08,66.43
2014-08-11,66.75
2014-08-12,67.82
2014-08-13,65.73
2014-08-14,65.05
2014-08-15,65.29
2014-08-18,65.35
2014-08-19,66.4
2014-08-20,65.98
2014-08-21,65.6
2014-08-22,65.4
2014-08-25,64.54
2014-08-26,64.11
2014-08-27,64.13
2014-08-28,63.06
2014-08-29,62.63
2014-09-01,62.8
2014-09-02,63.03
2014-09-03,62.34
2014-09-04,62.14
2014-09-05,61.3
2014-09-08,61.02
2014-09-09,61.77
2014-09-10,61.53
2014-09-11,61.56
2014-09-12,61.89
2014-09-15,61.66
2014-09-16,61.81
2014-09-17,62.05
2014-09-18,61.98
2014-09-19,61.59
2014-09-22,60.05
2014-09-23,60.2
2014-09-24,60.75
2014-09-25,61.5
2014-09-26,60.11
2014-09-29,59.21
2014-09-30,59.58
2014-10-01,59.26
2014-10-02,58.94
2014-10-03,58.8
2014-10-06,57.59
2014-10-07,60.07
2014-10-08,59.09
2014-10-09,59.03
2014-10-10,57.26
2014-10-13,58.36
2014-10-14,60.74
2014-10-15,60.99
2014-10-16,59.89
2014-10-17,59.37
2014-10-20,59.73
2014-10-21,59.97
2014-10-22,61.21
2014-10-23,59.87
2014-10-24,60.05
2014-10-27,59.79
2014-10-28,59.03
2014-10-29,59.65
2014-10-30,59.3
2014-10-31,60.41
2014-11-03,59.78
