Date,Close
2014-01-02,96.41
2014-01-03,96.54
2014-01-06,95.85
2014-01-07,96.38
2014-01-08,95.41
2014-01-09,95.46
2014-01-10,95.8
2014-01-13,94.83
2014-01-14,95.22
2014-01-15,95.46
2014-01-16,96.06
2014-01-17,94.93
2014-01-21,95.08
2014-01-22,94.88
2014-01-23,95.32
2014-01-24,94.43
2014-01-27,94.07
2014-01-28,94.18
2014-01-29,93.15
2014-01-30,93.8
2014-01-31,94.17
2014-02-03,93.02
2014-02-04,93.09
2014-02-05,93.58
2014-02-06,94.94
2014-02-07,95.92
2014-02-10,94.86
2014-02-11,95.34
2014-02-12,94.89
2014-02-13,95.46
2014-02-14,95.78
2014-02-18,96.02
2014-02-19,95.55
2014-02-20,95.75
2014-02-21,96.45
2014-02-24,96.5
2014-02-25,96.62
2014-02-26,95.89
2014-02-27,95.08
2014-02-28,95.15
2014-03-03,94.32
2014-03-04,94.98
2014-03-05,95.02
2014-03-06,95.58
2014-03-07,95.5
2014-03-10,95.2
2014-03-11,98.78
2014-03-12,98.71
2014-03-13,97.37
2014-03-14,97.58
2014-03-17,97.6
2014-03-18,97.31
2014-03-19,96.1
2014-03-20,96.6
2014-03-21,95.47
2014-03-24,96.18
2014-03-25,95.91
2014-03-26,95.84
2014-03-27,96.16
2014-03-28,97.24
2014-03-31,98.03
2014-04-01,97.9
2014-04-02,97.59
2014-04-03,97.66
2014-04-04,97.87
2014-04-07,97.01
2014-04-08,98.08
2014-04-09,98.35
2014-04-10,99.43
2014-04-11,99.29
2014-04-14,100.11
2014-04-15,100.83
2014-04-16,100.83
2014-04-17,100.25
2014-04-21,99.67
2014-04-22,99.32
2014-04-23,99.13
2014-04-24,99.84
2014-04-25,100.73
2014-04-28,100.31
2014-04-29,101.5
2014-04-30,101.38
2014-05-01,100.96
2014-05-02,101.43
2014-05-05,101.14
2014-05-06,100.95
2014-05-07,101.96
2014-05-08,101.95
2014-05-09,102.93
2014-05-12,102.86
2014-05-13,103.53
2014-05-14,103.03
2014-05-15,102.5
2014-05-16,103.14
2014-05-19,102.09
2014-05-20,101.53
2014-05-21,102.56
2014-05-22,102.45
2014-05-23,102
2014-05-27,102.36
2014-05-28,101.3
2014-05-29,101.34
2014-05-30,101.43
2014-06-02,102.03
2014-06-03,101.45
2014-06-04,102.44
2014-06-05,102.45
2014-06-06,101.96
2014-06-09,101.38
2014-06-10,100.88
2014-06-11,100.42
2014-06-12,99.76
2014-06-13,100.49
2014-06-16,101.1
2014-06-17,101.27
2014-06-18,101.35
2014-06-19,101.91
2014-06-20,101.92
2014-06-23,101.91
2014-06-24,101.47
2014-06-25,101.61
2014-06-26,101.51
2014-06-27,101.46
2014-06-30,100.74
2014-07-01,101
2014-07-02,100.53
2014-07-03,100.98
2014-07-07,100.17
2014-07-08,100.09
2014-07-09,101.07
2014-07-10,100.58
2014-07-11,100.37
2014-07-14,100.47
2014-07-15,100.3
2014-07-16,99.27
2014-07-17,98.37
2014-07-18,98.99
2014-07-21,97.55
2014-07-22,96.27
2014-07-23,95.35
2014-07-24,95.35
2014-07-25,95.72
2014-07-28,95.78
2014-07-29,95.82
2014-07-30,95.95
2014-07-31,94.56
2014-08-01,94.3
2014-08-04,94.31
2014-08-05,93.43
2014-08-06,93.47
2014-08-07,93.31
2014-08-08,93.55
2014-08-11,93.53
2014-08-12,93.56
2014-08-13,93.96
2014-08-14,93.66
2014-08-15,93.79
2014-08-18,94.25
2014-08-19,94.45
2014-08-20,94.19
2014-08-21,94.53
2014-08-22,94.45
2014-08-25,94.44
2014-08-26,94.11
2014-08-27,94.65
2014-08-28,94.14
2014-08-29,93.72
2014-09-02,92.8
2014-09-03,93.14
2014-09-04,93.01
2014-09-05,93.07
2014-09-08,92.5
2014-09-09,91.09
2014-09-10,93
2014-09-11,92.96
2014-09-12,93.34
2014-09-15,93.47
2014-09-16,93.75
2014-09-17,93.53
2014-09-18,93.48
2014-09-19,94.36
2014-09-22,93.93
2014-09-23,93.51
2014-09-24,95
2014-09-25,94.16
2014-09-26,94.7
2014-09-29,96.22
2014-09-30,94.81
2014-10-01,94.19
2014-10-02,94.12
2014-10-03,94.86
2014-10-06,93.84
2014-10-07,92.81
2014-10-08,93.83
2014-10-09,92.72
2014-10-10,92.3
2014-10-13,90.73
2014-10-14,91.1
2014-10-15,90.44
2014-10-16,89.91
2014-10-17,91.04
2014-10-20,91.59
2014-10-21,91.01
2014-10-22,90.94
2014-10-23,91.02
2014-10-24,91.67
2014-10-27,92.01
2014-10-28,92.6
2014-10-29,92.73
2014-10-30,93.38
2014-10-31,93.73
2014-11-03,93.61
2014-11-04,94.47
2014-11-05,94.64
2014-11-06,94.66
2014-11-07,95.1
2014-11-10,95.11
2014-11-11,95.14
2014-11-12,95.33
2014-11-13,95.48
2014-11-14,96.21
2014-11-17,95.97
2014-11-18,96.41
2014-11-19,96.56
2014-11-20,96.64
2014-11-21,96.68
2014-11-24,97.17
2014-11-25,97
2014-11-26,96.22
2014-11-28,96.81
2014-12-01,95.78
2014-12-02,95.11
2014-12-03,95.5
2014-12-04,95.66
2014-12-05,96.31
2014-12-08,92.61
2014-12-09,91.36
2014-12-10,90
2014-12-11,90.97
2014-12-12,90.62
2014-12-15,88.46
2014-12-16,88.72
2014-12-17,91.65
2014-12-18,93.67
2014-12-19,93.22
2014-12-22,93.89
2014-12-23,94.22
2014-12-24,93.83
2014-12-26,94.78
2014-12-29,95.04
2014-12-30,94.25
2014-12-31,93.7
2015-01-02,93.26
2015-01-05,92.23
2015-01-06,92.4
2015-01-07,94.01
2015-01-08,94.36
2015-01-09,93.21
2015-01-12,93.01
2015-01-13,92.83
2015-01-14,91.54
2015-01-15,91.38
2015-01-16,91.49
2015-01-20,90.8
2015-01-21,90.34
2015-01-22,90.89
2015-01-23,89.56
2015-01-26,90.67
2015-01-27,89.57
2015-01-28,88.78
2015-01-29,93.27
2015-01-30,92.44
2015-02-02,92.51
2015-02-03,93.92
2015-02-04,94.05
2015-02-05,94.34
2015-02-06,93.99
2015-02-09,92.72
2015-02-10,94.02
2015-02-11,94.21
2015-02-12,95.09
2015-02-13,95.65
2015-02-17,94.35
2015-02-18,94.58
2015-02-19,94.19
2015-02-20,94.19
2015-02-23,94.31
2015-02-24,94.98
2015-02-25,98.66
2015-02-26,99.51
2015-02-27,98.9
2015-03-02,100
2015-03-03,99.74
2015-03-04,100.25
2015-03-05,99.11
2015-03-06,97.13
2015-03-09,97.71
2015-03-10,96.29
2015-03-11,94.96
2015-03-12,96.25
2015-03-13,96.35
2015-03-16,97.15
2015-03-17,96.17
2015-03-18,97
2015-03-19,95.98
2015-03-20,97.05
2015-03-23,98.62
2015-03-24,99.36
2015-03-25,98.14
2015-03-26,97.64
2015-03-27,96.96
2015-03-30,97.88
2015-03-31,97.44
2015-04-01,96.29
2015-04-02,95.83
2015-04-06,96.28
2015-04-07,96.35
2015-04-08,96.85
2015-04-09,96.55
2015-04-10,97.8
2015-04-13,97.44
2015-04-14,97.58
2015-04-15,96.44
2015-04-16,95.63
2015-04-17,94.88
2015-04-20,96.18
2015-04-21,94.87
2015-04-22,97.84
2015-04-23,97
2015-04-24,98.74
2015-04-27,96.44
2015-04-28,96.83
2015-04-29,97.02
2015-04-30,96.55
2015-05-01,97.8
2015-05-04,96.13
2015-05-05,96.13
2015-05-06,96.39
2015-05-07,96.78
2015-05-08,98.23
2015-05-11,97.51
2015-05-12,97.95
2015-05-13,97.35
2015-05-14,97.71
2015-05-15,98.04
2015-05-18,98.02
2015-05-19,100.68
2015-05-20,100.11
2015-05-21,99.28
2015-05-22,98.99
2015-05-26,98.46
2015-05-27,98.66
2015-05-28,96.48
2015-05-29,95.93
2015-06-01,96.22
2015-06-02,96.29
2015-06-03,96.52
2015-06-04,96.31
2015-06-05,95.54
2015-06-08,95.32
2015-06-09,94.73
2015-06-10,95.3
2015-06-11,95.59
2015-06-12,95.06
2015-06-15,94.3
2015-06-16,94.63
2015-06-17,95.22
2015-06-18,96.17
2015-06-19,96.08
2015-06-22,96.87
2015-06-23,97.18
2015-06-24,96.64
2015-06-25,95.79
2015-06-26,97.29
2015-06-29,95.44
2015-06-30,95.07
2015-07-01,95.76
2015-07-02,96.17
2015-07-06,95.65
2015-07-07,96.68
2015-07-08,95.84
2015-07-09,96.49
2015-07-10,97.65
2015-07-13,98.43
2015-07-14,98.78
2015-07-15,99.07
2015-07-16,97.86
2015-07-17,97.5
2015-07-20,97.49
2015-07-21,97.32
2015-07-22,97.58
2015-07-23,97.09
2015-07-24,96.1
2015-07-27,96.04
2015-07-28,97.33
2015-07-29,98.21
2015-07-30,99.17
2015-07-31,99.86
2015-08-03,99.42
2015-08-04,99.14
2015-08-05,99.8
2015-08-06,99.35
2015-08-07,98.92
2015-08-10,99.39
2015-08-11,98.81
2015-08-12,98.28
2015-08-13,99.37
2015-08-14,99.27
2015-08-17,100.66
2015-08-18,100.76
2015-08-19,101.1
2015-08-20,99.76
2015-08-21,97.13
2015-08-24,92.87
2015-08-25,91.21
2015-08-26,95.15
2015-08-27,97.33
2015-08-28,96.25
2015-08-31,95.02
2015-09-01,93.47
2015-09-02,96.04
2015-09-03,96.01
2015-09-04,94.85
2015-09-08,96.78
2015-09-09,95.43
2015-09-10,95.25
2015-09-11,97.41
2015-09-14,96.97
2015-09-15,98.19
2015-09-16,98.69
2015-09-17,97.84
2015-09-18,97.05
2015-09-21,97.9
2015-09-22,97.2
2015-09-23,97.38
2015-09-24,97.29
2015-09-25,97.59
2015-09-28,95.96
2015-09-29,97.48
2015-09-30,98.53
2015-10-01,98.78
2015-10-02,99.79
2015-10-05,101.17
2015-10-06,101.9
2015-10-07,101.77
2015-10-08,102.95
2015-10-09,102.76
2015-10-12,103.24
2015-10-13,103.38
2015-10-14,102.82
2015-10-15,103.66
2015-10-16,104.82
2015-10-19,104.49
2015-10-20,103.84
2015-10-21,102.54
2015-10-22,110.87
2015-10-23,112.59
2015-10-26,112.18
2015-10-27,111.64
2015-10-28,112.94
2015-10-29,112.62
2015-10-30,112.25
2015-11-02,112.11
2015-11-03,112.08
